,pred,test,stdev,2_sigma_event
0,0.3917041,0.4819471112153125,1.4143749475479126,0
1,0.5148823,0.6014716791111447,1.388124942779541,0
2,0.37533185,0.1270135783305337,1.381250023841858,0
3,0.33941343,0.37178095385795795,1.3587499856948853,0
4,0.39241046,0.5453164331168274,1.3837499618530273,0
5,0.39735585,0.6003229191121162,1.3981250524520874,0
6,1.8254837,2.8995831679727075,1.5868749618530273,0
7,1.2446468,0.5407836242540076,1.6081249713897705,0
8,0.80844545,0.4039828910412323,1.6399999856948853,0
9,0.6283822,0.012044403474623799,1.631250023841858,0
10,1.5640965,1.2045356425545761,1.5206249952316284,0
11,0.41557488,0.14805833393485635,1.5368750095367432,0
12,1.3688521,1.7227140571347122,1.652500033378601,0
13,0.827343,0.36764957142290877,1.5931249856948853,0
14,0.6511722,0.40566970039272343,1.6037499904632568,0
15,1.8234837,1.4726145156987087,1.716249942779541,0
16,0.4880078,0.327855844292996,1.6687500476837158,0
17,0.5613645,0.7744299744510497,1.7106250524520874,0
18,1.4574643,1.6316136423287786,1.5281250476837158,0
19,1.4963682,1.4939100425672658,1.700624942779541,0
20,0.5024209,0.03906417681204908,1.6281249523162842,0
21,1.9600613,2.865904700434002,1.4931249618530273,0
22,0.4159905,0.8999116359180339,1.449375033378601,0
23,1.4486647,1.3046540142035727,1.331874966621399,0
24,1.1363196,1.160430497320488,1.4874999523162842,0
25,0.40251938,0.6397507738051662,1.453125,0
26,0.40496436,0.4809051364316817,1.425624966621399,0
27,0.49328506,0.4839795305186219,1.3743749856948853,0
28,1.4888617,1.1008089238956522,1.325624942779541,0
29,0.23569998,0.07136284413054762,1.347499966621399,0
30,0.55240196,0.3528643455653202,1.381250023841858,0
31,0.26198345,0.036447646125700964,1.3574999570846558,0
32,0.49811935,0.08261726462240451,1.3756250143051147,0
33,1.1697903,1.4981925162481253,1.34375,0
34,0.20922595,0.2570611491089611,1.396875023841858,0
35,0.2953883,0.4848890801162546,1.4068750143051147,0
36,0.41914213,0.8401334967405555,1.4918750524520874,0
37,1.9178017,2.0754513462144413,1.356874942779541,0
38,0.30293843,0.5699735212938495,1.408750057220459,0
39,0.84994185,0.48269732751411987,1.412500023841858,0
40,0.26791546,0.25944727174078563,1.453125,0
41,0.34472013,0.3093260995367275,1.4812500476837158,0
42,0.27622482,0.4397019040898624,1.40625,0
43,0.3248904,0.810001556704296,1.4706250429153442,0
44,1.9008682,2.0435038296898558,1.3600000143051147,0
45,0.35932648,0.0672456457128954,1.3431249856948853,0
46,0.25473908,0.16492340748667522,1.347499966621399,0
47,0.563187,0.608502396408389,1.294374942779541,0
48,0.6087251,0.3949490104934322,1.1831250190734863,0
49,0.89258206,0.7070669915381782,1.1918749809265137,0
50,0.49688014,0.3654694352616908,1.2424999475479126,0
51,0.44041228,0.20233830682607418,1.1893750429153442,0
52,0.2567058,0.7191650118741154,1.1931250095367432,0
53,1.1672747,1.6133404348190716,1.2893749475479126,0
54,1.3124064,1.0414472507008963,1.236875057220459,0
55,0.41541496,0.17707672911221686,1.2043750286102295,0
56,0.33349726,0.23835635745756384,1.1737500429153442,0
57,0.41988462,0.2142371985088646,1.240625023841858,0
58,0.33146468,0.001688499966487394,1.2637499570846558,0
59,0.5147029,0.26978422836425053,1.294374942779541,0
60,0.30168465,0.11235855413019775,1.3049999475479126,0
61,0.32351923,0.04394803567755182,1.3250000476837158,0
62,0.49837023,0.09456383192641933,1.3643749952316284,0
63,0.9797403,0.7699541560025466,1.3481249809265137,0
64,0.54311687,0.3664575437898576,1.222499966621399,0
65,1.2065771,1.8918068356812467,1.1575000286102295,0
66,0.6191613,0.3907425123451989,1.1412500143051147,0
67,0.5163751,0.21254654289290822,1.143125057220459,0
68,0.84154373,0.8117665557732245,1.1924999952316284,0
69,0.41561988,0.4357014132675833,1.1543749570846558,0
70,1.5266949,1.6260705493769907,1.2881250381469727,0
71,0.53052294,0.12189195888123565,1.2625000476837158,0
72,1.6666565,1.6472354959271045,1.4112499952316284,0
73,0.54382175,0.021211787580933377,1.3600000143051147,0
74,1.1861007,1.5125033611185803,1.171875,0
75,0.47230926,0.25339360622731266,1.127500057220459,0
76,0.65021294,0.1577852386268618,1.1481250524520874,0
77,1.4025912,1.449102304048368,1.2893749475479126,0
78,1.0459325,1.4703546940510548,1.222499966621399,0
79,0.70987666,0.7524761214196241,1.3887499570846558,0
80,0.86633736,0.1380762641403558,1.3456250429153442,0
81,0.27256694,0.6107289516998436,1.471250057220459,0
82,1.1509993,2.115955010690654,1.3350000381469727,0
83,0.91685045,1.2656326604358208,1.2118749618530273,0
84,0.39226606,0.2596477322835525,1.1256250143051147,0
85,0.10608482,0.12999262759662145,1.1262500286102295,0
86,0.43254414,0.051481502170582234,1.1243749856948853,0
87,0.53864855,0.36881079141767054,1.1087499856948853,0
88,0.6099441,0.38280378776358476,1.078125,0
89,0.48607597,0.5965837043221688,1.1006250381469727,0
90,0.12681413,0.004831798310700967,1.0968749523162842,0
91,0.18614566,0.0910127267391301,1.1006250381469727,0
92,0.24797758,0.5148826900355015,1.121250033378601,0
93,0.6310368,0.6147074656603276,1.0868749618530273,0
