,Date,3m1s_inversion,3m2s_inversion,2s10s_inversion,2s30s_inversion
1805,2012-04-03,False,False,False,False
1806,2012-04-02,False,False,False,False
1807,2012-03-30,False,False,False,False
1808,2012-03-29,False,False,False,False
1809,2012-03-28,False,False,False,False
1810,2012-03-27,False,False,False,False
1811,2012-03-26,False,False,False,False
1812,2012-03-23,False,False,False,False
1813,2012-03-22,False,False,False,False
1814,2012-03-21,False,False,False,False
1815,2012-03-20,False,False,False,False
1816,2012-03-19,False,False,False,False
1817,2012-03-16,False,False,False,False
1818,2012-03-15,False,False,False,False
1819,2012-03-14,False,False,False,False
1820,2012-03-13,False,False,False,False
1821,2012-03-12,False,False,False,False
1822,2012-03-09,False,False,False,False
1823,2012-03-08,False,False,False,False
1824,2012-03-07,False,False,False,False
1825,2012-03-06,False,False,False,False
1826,2012-03-05,False,False,False,False
1827,2012-03-02,False,False,False,False
1828,2012-03-01,False,False,False,False
1829,2012-02-29,False,False,False,False
1830,2012-02-28,False,False,False,False
1831,2012-02-27,False,False,False,False
1832,2012-02-24,False,False,False,False
1833,2012-02-23,False,False,False,False
1834,2012-02-22,False,False,False,False
1835,2012-02-21,False,False,False,False
1836,2012-02-17,False,False,False,False
1837,2012-02-16,False,False,False,False
1838,2012-02-15,False,False,False,False
1839,2012-02-14,False,False,False,False
1840,2012-02-13,False,False,False,False
1841,2012-02-10,False,False,False,False
1842,2012-02-09,False,False,False,False
1843,2012-02-08,False,False,False,False
1844,2012-02-07,False,False,False,False
1845,2012-02-06,False,False,False,False
1846,2012-02-03,False,False,False,False
1847,2012-02-02,False,False,False,False
1848,2012-02-01,False,False,False,False
1849,2012-01-31,False,False,False,False
1850,2012-01-30,False,False,False,False
1851,2012-01-27,False,False,False,False
1852,2012-01-26,False,False,False,False
1853,2012-01-25,False,False,False,False
1854,2012-01-24,False,False,False,False
1855,2012-01-23,False,False,False,False
1856,2012-01-20,False,False,False,False
1857,2012-01-19,False,False,False,False
1858,2012-01-18,False,False,False,False
1859,2012-01-17,False,False,False,False
1860,2012-01-13,False,False,False,False
1861,2012-01-12,False,False,False,False
1862,2012-01-11,False,False,False,False
1863,2012-01-10,False,False,False,False
1864,2012-01-09,False,False,False,False
1865,2012-01-06,False,False,False,False
1866,2012-01-05,False,False,False,False
1867,2012-01-04,False,False,False,False
1868,2012-01-03,False,False,False,False
1869,2011-12-30,False,False,False,False
1870,2011-12-29,False,False,False,False
1871,2011-12-28,False,False,False,False
1872,2011-12-27,False,False,False,False
1873,2011-12-23,False,False,False,False
1874,2011-12-22,False,False,False,False
1875,2011-12-21,False,False,False,False
1876,2011-12-20,False,False,False,False
1877,2011-12-19,False,False,False,False
1878,2011-12-16,False,False,False,False
1879,2011-12-15,False,False,False,False
1880,2011-12-14,False,False,False,False
1881,2011-12-13,False,False,False,False
1882,2011-12-12,False,False,False,False
1883,2011-12-09,False,False,False,False
1884,2011-12-08,False,False,False,False
1885,2011-12-07,False,False,False,False
1886,2011-12-06,False,False,False,False
1887,2011-12-05,False,False,False,False
1888,2011-12-02,False,False,False,False
1889,2011-12-01,False,False,False,False
1890,2011-11-30,False,False,False,False
1891,2011-11-29,False,False,False,False
1892,2011-11-28,False,False,False,False
1893,2011-11-25,False,False,False,False
1894,2011-11-23,False,False,False,False
1895,2011-11-22,False,False,False,False
1896,2011-11-21,False,False,False,False
1897,2011-11-18,False,False,False,False
1898,2011-11-17,False,False,False,False
1899,2011-11-16,False,False,False,False
1900,2011-11-15,False,False,False,False
1901,2011-11-14,False,False,False,False
1902,2011-11-10,False,False,False,False
1903,2011-11-09,False,False,False,False
1904,2011-11-08,False,False,False,False
1905,2011-11-07,False,False,False,False
1906,2011-11-04,False,False,False,False
1907,2011-11-03,False,False,False,False
1908,2011-11-02,False,False,False,False
1909,2011-11-01,False,False,False,False
1910,2011-10-31,False,False,False,False
1911,2011-10-28,False,False,False,False
1912,2011-10-27,False,False,False,False
1913,2011-10-26,False,False,False,False
1914,2011-10-25,False,False,False,False
1915,2011-10-24,False,False,False,False
1916,2011-10-21,False,False,False,False
1917,2011-10-20,False,False,False,False
1918,2011-10-19,False,False,False,False
1919,2011-10-18,False,False,False,False
1920,2011-10-17,False,False,False,False
1921,2011-10-14,False,False,False,False
1922,2011-10-13,False,False,False,False
1923,2011-10-12,False,False,False,False
1924,2011-10-11,False,False,False,False
1925,2011-10-07,False,False,False,False
1926,2011-10-06,False,False,False,False
1927,2011-10-05,False,False,False,False
1928,2011-10-04,False,False,False,False
1929,2011-10-03,False,False,False,False
1930,2011-09-30,False,False,False,False
1931,2011-09-29,False,False,False,False
1932,2011-09-28,False,False,False,False
1933,2011-09-27,False,False,False,False
1934,2011-09-26,False,False,False,False
1935,2011-09-23,False,False,False,False
1936,2011-09-22,False,False,False,False
1937,2011-09-21,False,False,False,False
1938,2011-09-20,False,False,False,False
1939,2011-09-19,False,False,False,False
1940,2011-09-16,False,False,False,False
1941,2011-09-15,False,False,False,False
1942,2011-09-14,False,False,False,False
1943,2011-09-13,False,False,False,False
1944,2011-09-12,False,False,False,False
1945,2011-09-09,False,False,False,False
1946,2011-09-08,False,False,False,False
1947,2011-09-07,False,False,False,False
1948,2011-09-06,False,False,False,False
1949,2011-09-02,False,False,False,False
1950,2011-09-01,False,False,False,False
1951,2011-08-31,False,False,False,False
1952,2011-08-30,False,False,False,False
1953,2011-08-29,False,False,False,False
1954,2011-08-26,False,False,False,False
1955,2011-08-25,False,False,False,False
1956,2011-08-24,False,False,False,False
1957,2011-08-23,False,False,False,False
1958,2011-08-22,False,False,False,False
1959,2011-08-19,False,False,False,False
1960,2011-08-18,False,False,False,False
1961,2011-08-17,False,False,False,False
1962,2011-08-16,False,False,False,False
1963,2011-08-15,False,False,False,False
1964,2011-08-12,False,False,False,False
1965,2011-08-11,False,False,False,False
1966,2011-08-10,False,False,False,False
1967,2011-08-09,False,False,False,False
1968,2011-08-08,False,False,False,False
1969,2011-08-05,False,False,False,False
1970,2011-08-04,False,False,False,False
1971,2011-08-03,False,False,False,False
1972,2011-08-02,False,False,False,False
1973,2011-08-01,False,False,False,False
1974,2011-07-29,False,False,False,False
1975,2011-07-28,False,False,False,False
1976,2011-07-27,False,False,False,False
1977,2011-07-26,False,False,False,False
1978,2011-07-25,False,False,False,False
1979,2011-07-22,False,False,False,False
1980,2011-07-21,False,False,False,False
1981,2011-07-20,False,False,False,False
1982,2011-07-19,False,False,False,False
1983,2011-07-18,False,False,False,False
1984,2011-07-15,False,False,False,False
1985,2011-07-14,False,False,False,False
1986,2011-07-13,False,False,False,False
1987,2011-07-12,False,False,False,False
1988,2011-07-11,False,False,False,False
1989,2011-07-08,False,False,False,False
1990,2011-07-07,False,False,False,False
1991,2011-07-06,False,False,False,False
1992,2011-07-05,False,False,False,False
1993,2011-07-01,False,False,False,False
1994,2011-06-30,False,False,False,False
1995,2011-06-29,False,False,False,False
1996,2011-06-28,False,False,False,False
1997,2011-06-27,False,False,False,False
1998,2011-06-24,False,False,False,False
1999,2011-06-23,False,False,False,False
2000,2011-06-22,False,False,False,False
2001,2011-06-21,False,False,False,False
2002,2011-06-20,False,False,False,False
2003,2011-06-17,False,False,False,False
2004,2011-06-16,False,False,False,False
2005,2011-06-15,False,False,False,False
2006,2011-06-14,False,False,False,False
2007,2011-06-13,False,False,False,False
2008,2011-06-10,False,False,False,False
2009,2011-06-09,False,False,False,False
2010,2011-06-08,False,False,False,False
2011,2011-06-07,False,False,False,False
2012,2011-06-06,False,False,False,False
2013,2011-06-03,False,False,False,False
2014,2011-06-02,False,False,False,False
2015,2011-06-01,False,False,False,False
2016,2011-05-31,False,False,False,False
2017,2011-05-27,False,False,False,False
2018,2011-05-26,False,False,False,False
2019,2011-05-25,False,False,False,False
2020,2011-05-24,False,False,False,False
2021,2011-05-23,False,False,False,False
2022,2011-05-20,False,False,False,False
2023,2011-05-19,False,False,False,False
2024,2011-05-18,False,False,False,False
2025,2011-05-17,False,False,False,False
2026,2011-05-16,False,False,False,False
2027,2011-05-13,False,False,False,False
2028,2011-05-12,False,False,False,False
2029,2011-05-11,False,False,False,False
2030,2011-05-10,False,False,False,False
2031,2011-05-09,False,False,False,False
2032,2011-05-06,False,False,False,False
2033,2011-05-05,False,False,False,False
2034,2011-05-04,False,False,False,False
2035,2011-05-03,False,False,False,False
2036,2011-05-02,False,False,False,False
2037,2011-04-29,False,False,False,False
2038,2011-04-28,False,False,False,False
2039,2011-04-27,False,False,False,False
2040,2011-04-26,False,False,False,False
2041,2011-04-25,False,False,False,False
2042,2011-04-21,False,False,False,False
2043,2011-04-20,False,False,False,False
2044,2011-04-19,False,False,False,False
2045,2011-04-18,False,False,False,False
2046,2011-04-15,False,False,False,False
2047,2011-04-14,False,False,False,False
2048,2011-04-13,False,False,False,False
2049,2011-04-12,False,False,False,False
2050,2011-04-11,False,False,False,False
2051,2011-04-08,False,False,False,False
2052,2011-04-07,False,False,False,False
2053,2011-04-06,False,False,False,False
2054,2011-04-05,False,False,False,False
2055,2011-04-04,False,False,False,False
2056,2011-04-01,False,False,False,False
2057,2011-03-31,False,False,False,False
2058,2011-03-30,False,False,False,False
2059,2011-03-29,False,False,False,False
2060,2011-03-28,False,False,False,False
2061,2011-03-25,False,False,False,False
2062,2011-03-24,False,False,False,False
2063,2011-03-23,False,False,False,False
2064,2011-03-22,False,False,False,False
2065,2011-03-21,False,False,False,False
2066,2011-03-18,False,False,False,False
2067,2011-03-17,False,False,False,False
2068,2011-03-16,False,False,False,False
2069,2011-03-15,False,False,False,False
2070,2011-03-14,False,False,False,False
2071,2011-03-11,False,False,False,False
2072,2011-03-10,False,False,False,False
2073,2011-03-09,False,False,False,False
2074,2011-03-08,False,False,False,False
2075,2011-03-07,False,False,False,False
2076,2011-03-04,False,False,False,False
2077,2011-03-03,False,False,False,False
2078,2011-03-02,False,False,False,False
2079,2011-03-01,False,False,False,False
2080,2011-02-28,False,False,False,False
2081,2011-02-25,False,False,False,False
2082,2011-02-24,False,False,False,False
2083,2011-02-23,False,False,False,False
2084,2011-02-22,False,False,False,False
2085,2011-02-18,False,False,False,False
2086,2011-02-17,False,False,False,False
2087,2011-02-16,False,False,False,False
2088,2011-02-15,False,False,False,False
2089,2011-02-14,False,False,False,False
2090,2011-02-11,False,False,False,False
2091,2011-02-10,False,False,False,False
2092,2011-02-09,False,False,False,False
2093,2011-02-08,False,False,False,False
2094,2011-02-07,False,False,False,False
2095,2011-02-04,False,False,False,False
2096,2011-02-03,False,False,False,False
2097,2011-02-02,False,False,False,False
2098,2011-02-01,False,False,False,False
2099,2011-01-31,False,False,False,False
2100,2011-01-28,False,False,False,False
2101,2011-01-27,False,False,False,False
2102,2011-01-26,False,False,False,False
2103,2011-01-25,False,False,False,False
2104,2011-01-24,False,False,False,False
2105,2011-01-21,False,False,False,False
2106,2011-01-20,False,False,False,False
2107,2011-01-19,False,False,False,False
2108,2011-01-18,False,False,False,False
2109,2011-01-14,False,False,False,False
2110,2011-01-13,False,False,False,False
2111,2011-01-12,False,False,False,False
2112,2011-01-11,False,False,False,False
2113,2011-01-10,False,False,False,False
2114,2011-01-07,False,False,False,False
2115,2011-01-06,False,False,False,False
2116,2011-01-05,False,False,False,False
2117,2011-01-04,False,False,False,False
2118,2011-01-03,False,False,False,False
2119,2010-12-31,False,False,False,False
2120,2010-12-30,False,False,False,False
2121,2010-12-29,False,False,False,False
2122,2010-12-28,False,False,False,False
2123,2010-12-27,False,False,False,False
2124,2010-12-23,False,False,False,False
2125,2010-12-22,False,False,False,False
2126,2010-12-21,False,False,False,False
2127,2010-12-20,False,False,False,False
2128,2010-12-17,False,False,False,False
2129,2010-12-16,False,False,False,False
2130,2010-12-15,False,False,False,False
2131,2010-12-14,False,False,False,False
2132,2010-12-13,False,False,False,False
2133,2010-12-10,False,False,False,False
2134,2010-12-09,False,False,False,False
2135,2010-12-08,False,False,False,False
2136,2010-12-07,False,False,False,False
2137,2010-12-06,False,False,False,False
2138,2010-12-03,False,False,False,False
2139,2010-12-02,False,False,False,False
2140,2010-12-01,False,False,False,False
2141,2010-11-30,False,False,False,False
2142,2010-11-29,False,False,False,False
2143,2010-11-26,False,False,False,False
2144,2010-11-24,False,False,False,False
2145,2010-11-23,False,False,False,False
2146,2010-11-22,False,False,False,False
2147,2010-11-19,False,False,False,False
2148,2010-11-18,False,False,False,False
2149,2010-11-17,False,False,False,False
2150,2010-11-16,False,False,False,False
2151,2010-11-15,False,False,False,False
2152,2010-11-12,False,False,False,False
2153,2010-11-10,False,False,False,False
2154,2010-11-09,False,False,False,False
2155,2010-11-08,False,False,False,False
2156,2010-11-05,False,False,False,False
2157,2010-11-04,False,False,False,False
2158,2010-11-03,False,False,False,False
2159,2010-11-02,False,False,False,False
2160,2010-11-01,False,False,False,False
2161,2010-10-29,False,False,False,False
2162,2010-10-28,False,False,False,False
2163,2010-10-27,False,False,False,False
2164,2010-10-26,False,False,False,False
2165,2010-10-25,False,False,False,False
2166,2010-10-22,False,False,False,False
2167,2010-10-21,False,False,False,False
2168,2010-10-20,False,False,False,False
2169,2010-10-19,False,False,False,False
2170,2010-10-18,False,False,False,False
2171,2010-10-15,False,False,False,False
2172,2010-10-14,False,False,False,False
2173,2010-10-13,False,False,False,False
2174,2010-10-12,False,False,False,False
2175,2010-10-08,False,False,False,False
2176,2010-10-07,False,False,False,False
2177,2010-10-06,False,False,False,False
2178,2010-10-05,False,False,False,False
2179,2010-10-04,False,False,False,False
2180,2010-10-01,False,False,False,False
2181,2010-09-30,False,False,False,False
2182,2010-09-29,False,False,False,False
2183,2010-09-28,False,False,False,False
2184,2010-09-27,False,False,False,False
2185,2010-09-24,False,False,False,False
2186,2010-09-23,False,False,False,False
2187,2010-09-22,False,False,False,False
2188,2010-09-21,False,False,False,False
2189,2010-09-20,False,False,False,False
2190,2010-09-17,False,False,False,False
2191,2010-09-16,False,False,False,False
2192,2010-09-15,False,False,False,False
2193,2010-09-14,False,False,False,False
2194,2010-09-13,False,False,False,False
2195,2010-09-10,False,False,False,False
2196,2010-09-09,False,False,False,False
2197,2010-09-08,False,False,False,False
2198,2010-09-07,False,False,False,False
2199,2010-09-03,False,False,False,False
2200,2010-09-02,False,False,False,False
2201,2010-09-01,False,False,False,False
2202,2010-08-31,False,False,False,False
2203,2010-08-30,False,False,False,False
2204,2010-08-27,False,False,False,False
2205,2010-08-26,False,False,False,False
2206,2010-08-25,False,False,False,False
2207,2010-08-24,False,False,False,False
2208,2010-08-23,False,False,False,False
2209,2010-08-20,False,False,False,False
2210,2010-08-19,False,False,False,False
2211,2010-08-18,False,False,False,False
2212,2010-08-17,False,False,False,False
2213,2010-08-16,False,False,False,False
2214,2010-08-13,False,False,False,False
2215,2010-08-12,False,False,False,False
2216,2010-08-11,False,False,False,False
2217,2010-08-10,False,False,False,False
2218,2010-08-09,False,False,False,False
2219,2010-08-06,False,False,False,False
2220,2010-08-05,False,False,False,False
2221,2010-08-04,False,False,False,False
2222,2010-08-03,False,False,False,False
2223,2010-08-02,False,False,False,False
2224,2010-07-30,False,False,False,False
2225,2010-07-29,False,False,False,False
2226,2010-07-28,False,False,False,False
2227,2010-07-27,False,False,False,False
2228,2010-07-26,False,False,False,False
2229,2010-07-23,False,False,False,False
2230,2010-07-22,False,False,False,False
2231,2010-07-21,False,False,False,False
2232,2010-07-20,False,False,False,False
2233,2010-07-19,False,False,False,False
2234,2010-07-16,False,False,False,False
2235,2010-07-15,False,False,False,False
2236,2010-07-14,False,False,False,False
2237,2010-07-13,False,False,False,False
2238,2010-07-12,False,False,False,False
2239,2010-07-09,False,False,False,False
2240,2010-07-08,False,False,False,False
2241,2010-07-07,False,False,False,False
2242,2010-07-06,False,False,False,False
2243,2010-07-02,False,False,False,False
2244,2010-07-01,False,False,False,False
2245,2010-06-30,False,False,False,False
2246,2010-06-29,False,False,False,False
2247,2010-06-28,False,False,False,False
2248,2010-06-25,False,False,False,False
2249,2010-06-24,False,False,False,False
2250,2010-06-23,False,False,False,False
2251,2010-06-22,False,False,False,False
2252,2010-06-21,False,False,False,False
2253,2010-06-18,False,False,False,False
2254,2010-06-17,False,False,False,False
2255,2010-06-16,False,False,False,False
2256,2010-06-15,False,False,False,False
2257,2010-06-14,False,False,False,False
2258,2010-06-11,False,False,False,False
2259,2010-06-10,False,False,False,False
2260,2010-06-09,False,False,False,False
2261,2010-06-08,False,False,False,False
2262,2010-06-07,False,False,False,False
2263,2010-06-04,False,False,False,False
2264,2010-06-03,False,False,False,False
2265,2010-06-02,False,False,False,False
2266,2010-06-01,False,False,False,False
2267,2010-05-28,False,False,False,False
2268,2010-05-27,False,False,False,False
2269,2010-05-26,False,False,False,False
2270,2010-05-25,False,False,False,False
2271,2010-05-24,False,False,False,False
2272,2010-05-21,False,False,False,False
2273,2010-05-20,False,False,False,False
2274,2010-05-19,False,False,False,False
2275,2010-05-18,False,False,False,False
2276,2010-05-17,False,False,False,False
2277,2010-05-14,False,False,False,False
2278,2010-05-13,False,False,False,False
2279,2010-05-12,False,False,False,False
2280,2010-05-11,False,False,False,False
2281,2010-05-10,False,False,False,False
2282,2010-05-07,False,False,False,False
2283,2010-05-06,False,False,False,False
2284,2010-05-05,False,False,False,False
2285,2010-05-04,False,False,False,False
2286,2010-05-03,False,False,False,False
2287,2010-04-30,False,False,False,False
2288,2010-04-29,False,False,False,False
2289,2010-04-28,False,False,False,False
2290,2010-04-27,False,False,False,False
2291,2010-04-26,False,False,False,False
2292,2010-04-23,False,False,False,False
2293,2010-04-22,False,False,False,False
2294,2010-04-21,False,False,False,False
2295,2010-04-20,False,False,False,False
2296,2010-04-19,False,False,False,False
2297,2010-04-16,False,False,False,False
2298,2010-04-15,False,False,False,False
2299,2010-04-14,False,False,False,False
2300,2010-04-13,False,False,False,False
2301,2010-04-12,False,False,False,False
2302,2010-04-09,False,False,False,False
2303,2010-04-08,False,False,False,False
2304,2010-04-07,False,False,False,False
2305,2010-04-06,False,False,False,False
2306,2010-04-05,False,False,False,False
2307,2010-04-02,False,False,False,False
2308,2010-04-01,False,False,False,False
2309,2010-03-31,False,False,False,False
2310,2010-03-30,False,False,False,False
2311,2010-03-29,False,False,False,False
2312,2010-03-26,False,False,False,False
2313,2010-03-25,False,False,False,False
2314,2010-03-24,False,False,False,False
2315,2010-03-23,False,False,False,False
2316,2010-03-22,False,False,False,False
2317,2010-03-19,False,False,False,False
2318,2010-03-18,False,False,False,False
2319,2010-03-17,False,False,False,False
2320,2010-03-16,False,False,False,False
2321,2010-03-15,False,False,False,False
2322,2010-03-12,False,False,False,False
2323,2010-03-11,False,False,False,False
2324,2010-03-10,False,False,False,False
2325,2010-03-09,False,False,False,False
2326,2010-03-08,False,False,False,False
2327,2010-03-05,False,False,False,False
2328,2010-03-04,False,False,False,False
2329,2010-03-03,False,False,False,False
2330,2010-03-02,False,False,False,False
2331,2010-03-01,False,False,False,False
2332,2010-02-26,False,False,False,False
2333,2010-02-25,False,False,False,False
2334,2010-02-24,False,False,False,False
2335,2010-02-23,False,False,False,False
2336,2010-02-22,False,False,False,False
2337,2010-02-19,False,False,False,False
2338,2010-02-18,False,False,False,False
2339,2010-02-17,False,False,False,False
2340,2010-02-16,False,False,False,False
2341,2010-02-12,False,False,False,False
2342,2010-02-11,False,False,False,False
2343,2010-02-10,False,False,False,False
2344,2010-02-09,False,False,False,False
2345,2010-02-08,False,False,False,False
2346,2010-02-05,False,False,False,False
2347,2010-02-04,False,False,False,False
2348,2010-02-03,False,False,False,False
2349,2010-02-02,False,False,False,False
2350,2010-02-01,False,False,False,False
2351,2010-01-29,False,False,False,False
2352,2010-01-28,False,False,False,False
2353,2010-01-27,False,False,False,False
2354,2010-01-26,False,False,False,False
2355,2010-01-25,False,False,False,False
2356,2010-01-22,False,False,False,False
2357,2010-01-21,False,False,False,False
2358,2010-01-20,False,False,False,False
2359,2010-01-19,False,False,False,False
2360,2010-01-15,False,False,False,False
2361,2010-01-14,False,False,False,False
2362,2010-01-13,False,False,False,False
2363,2010-01-12,False,False,False,False
2364,2010-01-11,False,False,False,False
2365,2010-01-08,False,False,False,False
2366,2010-01-07,False,False,False,False
2367,2010-01-06,False,False,False,False
2368,2010-01-05,False,False,False,False
2369,2010-01-04,False,False,False,False
2370,2009-12-31,False,False,False,False
2371,2009-12-30,False,False,False,False
2372,2009-12-29,False,False,False,False
2373,2009-12-28,False,False,False,False
2374,2009-12-24,False,False,False,False
2375,2009-12-23,False,False,False,False
2376,2009-12-22,False,False,False,False
2377,2009-12-21,False,False,False,False
2378,2009-12-18,False,False,False,False
2379,2009-12-17,False,False,False,False
2380,2009-12-16,False,False,False,False
2381,2009-12-15,False,False,False,False
2382,2009-12-14,False,False,False,False
2383,2009-12-11,False,False,False,False
2384,2009-12-10,False,False,False,False
2385,2009-12-09,False,False,False,False
2386,2009-12-08,False,False,False,False
2387,2009-12-07,False,False,False,False
2388,2009-12-04,False,False,False,False
2389,2009-12-03,False,False,False,False
2390,2009-12-02,False,False,False,False
2391,2009-12-01,False,False,False,False
2392,2009-11-30,False,False,False,False
2393,2009-11-27,False,False,False,False
2394,2009-11-25,False,False,False,False
2395,2009-11-24,False,False,False,False
2396,2009-11-23,False,False,False,False
2397,2009-11-20,False,False,False,False
2398,2009-11-19,False,False,False,False
2399,2009-11-18,False,False,False,False
2400,2009-11-17,False,False,False,False
2401,2009-11-16,False,False,False,False
2402,2009-11-13,False,False,False,False
2403,2009-11-12,False,False,False,False
2404,2009-11-10,False,False,False,False
2405,2009-11-09,False,False,False,False
2406,2009-11-06,False,False,False,False
2407,2009-11-05,False,False,False,False
2408,2009-11-04,False,False,False,False
2409,2009-11-03,False,False,False,False
2410,2009-11-02,False,False,False,False
2411,2009-10-30,False,False,False,False
2412,2009-10-29,False,False,False,False
2413,2009-10-28,False,False,False,False
2414,2009-10-27,False,False,False,False
2415,2009-10-26,False,False,False,False
2416,2009-10-23,False,False,False,False
2417,2009-10-22,False,False,False,False
2418,2009-10-21,False,False,False,False
2419,2009-10-20,False,False,False,False
2420,2009-10-19,False,False,False,False
2421,2009-10-16,False,False,False,False
2422,2009-10-15,False,False,False,False
2423,2009-10-14,False,False,False,False
2424,2009-10-13,False,False,False,False
2425,2009-10-09,False,False,False,False
2426,2009-10-08,False,False,False,False
2427,2009-10-07,False,False,False,False
2428,2009-10-06,False,False,False,False
2429,2009-10-05,False,False,False,False
2430,2009-10-02,False,False,False,False
2431,2009-10-01,False,False,False,False
2432,2009-09-30,False,False,False,False
2433,2009-09-29,False,False,False,False
2434,2009-09-28,False,False,False,False
2435,2009-09-25,False,False,False,False
2436,2009-09-24,False,False,False,False
2437,2009-09-23,False,False,False,False
2438,2009-09-22,False,False,False,False
2439,2009-09-21,False,False,False,False
2440,2009-09-18,False,False,False,False
2441,2009-09-17,False,False,False,False
2442,2009-09-16,False,False,False,False
2443,2009-09-15,False,False,False,False
2444,2009-09-14,False,False,False,False
2445,2009-09-11,False,False,False,False
2446,2009-09-10,False,False,False,False
2447,2009-09-09,False,False,False,False
2448,2009-09-08,False,False,False,False
2449,2009-09-04,False,False,False,False
2450,2009-09-03,False,False,False,False
2451,2009-09-02,False,False,False,False
2452,2009-09-01,False,False,False,False
2453,2009-08-31,False,False,False,False
2454,2009-08-28,False,False,False,False
2455,2009-08-27,False,False,False,False
2456,2009-08-26,False,False,False,False
2457,2009-08-25,False,False,False,False
2458,2009-08-24,False,False,False,False
2459,2009-08-21,False,False,False,False
2460,2009-08-20,False,False,False,False
2461,2009-08-19,False,False,False,False
2462,2009-08-18,False,False,False,False
2463,2009-08-17,False,False,False,False
2464,2009-08-14,False,False,False,False
2465,2009-08-13,False,False,False,False
2466,2009-08-12,False,False,False,False
2467,2009-08-11,False,False,False,False
2468,2009-08-10,False,False,False,False
2469,2009-08-07,False,False,False,False
2470,2009-08-06,False,False,False,False
2471,2009-08-05,False,False,False,False
2472,2009-08-04,False,False,False,False
2473,2009-08-03,False,False,False,False
2474,2009-07-31,False,False,False,False
2475,2009-07-30,False,False,False,False
2476,2009-07-29,False,False,False,False
2477,2009-07-28,False,False,False,False
2478,2009-07-27,False,False,False,False
2479,2009-07-24,False,False,False,False
2480,2009-07-23,False,False,False,False
2481,2009-07-22,False,False,False,False
2482,2009-07-21,False,False,False,False
2483,2009-07-20,False,False,False,False
2484,2009-07-17,False,False,False,False
2485,2009-07-16,False,False,False,False
2486,2009-07-15,False,False,False,False
2487,2009-07-14,False,False,False,False
2488,2009-07-13,False,False,False,False
2489,2009-07-10,False,False,False,False
2490,2009-07-09,False,False,False,False
2491,2009-07-08,False,False,False,False
2492,2009-07-07,False,False,False,False
2493,2009-07-06,False,False,False,False
2494,2009-07-02,False,False,False,False
2495,2009-07-01,False,False,False,False
2496,2009-06-30,False,False,False,False
2497,2009-06-29,False,False,False,False
2498,2009-06-26,False,False,False,False
2499,2009-06-25,False,False,False,False
2500,2009-06-24,False,False,False,False
2501,2009-06-23,False,False,False,False
2502,2009-06-22,False,False,False,False
2503,2009-06-19,False,False,False,False
2504,2009-06-18,False,False,False,False
2505,2009-06-17,False,False,False,False
2506,2009-06-16,False,False,False,False
2507,2009-06-15,False,False,False,False
2508,2009-06-12,False,False,False,False
2509,2009-06-11,False,False,False,False
2510,2009-06-10,False,False,False,False
2511,2009-06-09,False,False,False,False
2512,2009-06-08,False,False,False,False
2513,2009-06-05,False,False,False,False
2514,2009-06-04,False,False,False,False
2515,2009-06-03,False,False,False,False
2516,2009-06-02,False,False,False,False
2517,2009-06-01,False,False,False,False
2518,2009-05-29,False,False,False,False
2519,2009-05-28,False,False,False,False
2520,2009-05-27,False,False,False,False
2521,2009-05-26,False,False,False,False
2522,2009-05-22,False,False,False,False
2523,2009-05-21,False,False,False,False
2524,2009-05-20,False,False,False,False
2525,2009-05-19,False,False,False,False
2526,2009-05-18,False,False,False,False
2527,2009-05-15,False,False,False,False
2528,2009-05-14,False,False,False,False
2529,2009-05-13,False,False,False,False
2530,2009-05-12,False,False,False,False
2531,2009-05-11,False,False,False,False
2532,2009-05-08,False,False,False,False
2533,2009-05-07,False,False,False,False
2534,2009-05-06,False,False,False,False
2535,2009-05-05,False,False,False,False
2536,2009-05-04,False,False,False,False
2537,2009-05-01,False,False,False,False
2538,2009-04-30,False,False,False,False
2539,2009-04-29,False,False,False,False
2540,2009-04-28,False,False,False,False
2541,2009-04-27,False,False,False,False
2542,2009-04-24,False,False,False,False
2543,2009-04-23,False,False,False,False
2544,2009-04-22,False,False,False,False
2545,2009-04-21,False,False,False,False
2546,2009-04-20,False,False,False,False
2547,2009-04-17,False,False,False,False
2548,2009-04-16,False,False,False,False
2549,2009-04-15,False,False,False,False
2550,2009-04-14,False,False,False,False
2551,2009-04-13,False,False,False,False
2552,2009-04-09,False,False,False,False
2553,2009-04-08,False,False,False,False
2554,2009-04-07,False,False,False,False
2555,2009-04-06,False,False,False,False
2556,2009-04-03,False,False,False,False
2557,2009-04-02,False,False,False,False
2558,2009-04-01,False,False,False,False
2559,2009-03-31,False,False,False,False
2560,2009-03-30,False,False,False,False
2561,2009-03-27,False,False,False,False
2562,2009-03-26,False,False,False,False
2563,2009-03-25,False,False,False,False
2564,2009-03-24,False,False,False,False
2565,2009-03-23,False,False,False,False
2566,2009-03-20,False,False,False,False
2567,2009-03-19,False,False,False,False
2568,2009-03-18,False,False,False,False
2569,2009-03-17,False,False,False,False
2570,2009-03-16,False,False,False,False
2571,2009-03-13,False,False,False,False
2572,2009-03-12,False,False,False,False
2573,2009-03-11,False,False,False,False
2574,2009-03-10,False,False,False,False
2575,2009-03-09,False,False,False,False
2576,2009-03-06,False,False,False,False
2577,2009-03-05,False,False,False,False
2578,2009-03-04,False,False,False,False
2579,2009-03-03,False,False,False,False
